2016/05/22 02:10:01,21.0867422231,59.391544507,1017.48927819
2016/05/22 02:20:01,20.7770546449,60.0785619066,1017.44822635
2016/05/22 02:30:01,20.4978290685,60.6284558134,1017.25965455
2016/05/22 02:40:02,20.2490652056,61.1763110852,1017.4253724
2016/05/22 02:50:01,20.1119915389,61.3297823744,1017.40452414
2016/05/22 03:00:01,20.0053788337,61.4981035599,1017.57084668
2016/05/22 03:10:01,19.8835358992,61.701880544,1017.54598541
2016/05/22 03:20:01,19.7515395761,61.9901589655,1017.64427684
2016/05/22 03:30:01,19.6347737619,62.1997188195,1017.62728411
2016/05/22 03:40:01,19.5840060646,62.2786376915,1017.60293839
2016/05/22 03:50:01,19.5078545732,62.4077237848,1017.67772621
2016/05/22 04:00:01,19.426626388,62.6273830313,1017.7166415
2016/05/22 04:10:02,19.3707820538,62.7645756246,1017.82336706
2016/05/22 04:20:01,19.264170241,63.0502930551,1017.82217827
2016/05/22 04:30:01,19.1575585565,63.3519461377,1017.93219937
2016/05/22 04:40:01,19.1169446152,63.4749935782,1017.97938746
2016/05/22 04:50:01,19.0763306925,63.5336081242,1018.05437319
2016/05/22 05:00:02,19.1067911328,63.5594258293,1018.1302425
2016/05/22 05:10:01,19.1169446152,63.5555080466,1018.11844975
2016/05/22 05:20:01,19.1981725164,63.4704702447,1018.07971073
2016/05/22 05:30:01,19.3200145079,63.3052499484,1018.13281823
2016/05/22 05:40:01,19.5230848663,62.9848625095,1018.23051723
2016/05/22 05:50:01,19.7109253624,62.7910088082,1018.27625056
2016/05/22 06:00:01,20.0206092123,62.3020038646,1018.23545926
2016/05/22 06:10:01,20.2338347877,62.0680080845,1018.12581334
2016/05/22 06:20:01,20.492752248,61.7592642916,1018.14363423
2016/05/22 06:30:01,20.8125925087,61.334462152,1018.22926367
2016/05/22 06:40:01,21.1628950721,60.8051437894,1018.16719229
2016/05/22 06:50:01,21.3710465269,60.6984699888,1018.15997052
2016/05/22 07:00:01,21.5538140614,60.4747850759,1018.16845913
2016/05/22 07:10:01,21.792427799,60.1610995505,1018.18089117
2016/05/22 07:20:01,22.0259652712,59.819289664,1018.12922207
2016/05/22 07:30:01,22.3153495149,59.359964128,1018.27693197
2016/05/22 07:40:01,22.6047347042,58.992023331,1018.22864328
2016/05/22 07:50:01,22.9702752423,58.4382537896,1018.2436757
2016/05/22 08:00:01,23.1581230501,58.1968869739,1017.95102855
2016/05/22 08:10:01,23.2241237258,58.1674608894,1017.91471795
2016/05/22 08:20:01,23.3916641235,57.8526024037,1017.84181646
2016/05/22 08:30:01,23.8790561736,56.9859453943,1017.6823541
2016/05/22 08:40:01,24.5847639994,59.9217143975,1017.555356
2016/05/22 08:50:01,24.9147731856,59.0073503722,1017.65167671
